track_id,track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2533705321,LALALALA (Rock Ver.),Stray Kids,ROCK-STAR,431.334,187000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
124563036,Rock Your Baby,George McCrae,Rock Your Baby,588.141,384000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2533705261,LALALALA,Stray Kids,ROCK-STAR,795.628,182000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3807039752,Rock You Like a Hurricane (Remastered 2015),Scorpions,Love At First Sting,729.672,253000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2215328047,Rock N Roll,Ken Carson,Project X,523.385,148000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2533705251,MEGAVERSE,Stray Kids,ROCK-STAR,761.672,185000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2576021922,Rock 2000,Gwendoline,C'est à moi ça,345.502,223000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1697351987,Rock My Shit,The Black Eyed Peas,Elephunk,368.633,230000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
542016,Rock Me Amadeus,Falco,The Definitive 80's (eighties),581.33,203000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3790335362,Rock Bottom,King Krule,Rock Bottom / Octopus,474.679,250000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
4087608,All Summer Long,Kid Rock,Rock n Roll Jesus,638.934,297000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
92722982,Rock 'N' Roll Damnation,AC/DC,Powerage,511.142,215000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1749949,Rock Around The Clock,Bill Haley & His Comets,Rockabilly Original Masters,652.9,134000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
921945602,Rock Wit'cha,Bobby Brown,Don't Be Cruel (Expanded Edition),480.382,287000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2211156337,Rock Soul,Winston Mcanuff,Paris Rockin',428.944,264000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
92720154,Rock N Roll Train,AC/DC,Black Ice,728.253,261000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2461757,Quelque chose de Tennessee,Johnny Hallyday,Rock N' Roll Attitude,812.374,253000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
7578728,The Big Bang,Rock Mafia,The Big Bang,548.383,160000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2231089,Rock Wit U (Awww Baby),Ashanti,Chapter II,570.846,209000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
107471940,Rock 'n' Roll Suicide (2012 Remaster),David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),626.521,178000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3129779,Rock'n Roll,Daft Punk,Homework,538.328,453000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3458526781,Rock Stone,Stephen Marley,Revelation Pt. II: The Fruit of Life,558.759,277000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
105098416,Rock Music,Pixies,Bossanova,407.079,112000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1767917347,Rock and A Hard Place,Bailey Zimmerman,Rock and A Hard Place,577.04,207000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
860325032,I Am Rock,Rock,"EA Sports Soundtrax, Vol. 1 (Original Soundtrack)",241.036,230000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
535034282,18 and Life,Skid Row,Rock,471.649,231000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
92208754,Rock the Blues Away,AC/DC,Rock or Bust,464.036,204000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328812,Divine excuse,Pleymo,Rock,392.516,210000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1884443437,Rock,SEVENTEEN,SEVENTEEN 2nd Mini Album ‘BOYS BE’,219.823,191000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2304593045,rock hudson,Kelly Clarkson,chemistry,373.726,202000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3445967901,Rock,RAISAIN,Rock,292.146,148000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328902,Kongen,Pleymo,Rock,324.655,229000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328832,Modaddiction,Pleymo,Rock,320.929,251000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2695013792,ROCK 'N' ROLL,Iced Coffeeboy,ROCK 'N' ROLL,433.268,203000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328862,Polyester môme,Pleymo,Rock,320.161,222000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328802,1977,Pleymo,Rock,287.073,254000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
14291628,The Rock,The Who,Quadrophenia,254.669,397000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
71437423,Rock,Jessica,Dance with Me,277.334,223000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1787639987,Rock Bottom (2007 Remaster),UFO,Phenomenon (2007 Remaster),477.905,389000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1811539567,ROCK,Rock Father,ROCK,222.908,43000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3592413832,THE ROCK (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,203.859,172000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2075673407,The Rock,East Coast,The Rock,198.21,426000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2144023657,ROCK (feat. Le Juiice),Lithium,LITHIUM,239.937,183000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3380594341,Rock The Boat,Aaliyah,I Care 4 U,541.614,275000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3102419,Rock DJ,Robbie Williams,Sing When You're Winning,632.715,256000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
662352402,Rock It,Ofenbach,Ofenbach,667.258,146000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3124623681,Rock (Slowed),Forsaken,Rock,172.279,180000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3442188291,The Rock,Chali 2na,The Rock,203.843,179000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
61644201,Rock Me,One Direction,Take Me Home,579.573,200000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1123870,Rock Fort Rock,The Skatalites,Ball Of Fire,463.851,421000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
131726792,Rock Steady,The Whispers,Rock Steady,514.052,289000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
457167062,Ooh! My Soul,Rock & Roll Masters,Rock Around the Clock,158.667,78000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1698227027,Só Rock 2,Rock Danger,"Rock Danger, Vol. 1",667.33,239000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3488592521,Rock That Body,Lumarii,Rock That Body,558.536,230000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3782896912,Rock My Heart,Haddaway,Rock My Heart,576.496,250000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
106115758,Rock the Boat,The Hues Corporation,Rockin' Soul,536.617,185000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1612981732,Rock Believer,Scorpions,Rock Believer,453.784,237000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
105989848,Rock Bottom,Eminem,The Slim Shady LP,534.082,214000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
555925672,Rock With You,Ateyaba,Rock With You,528.039,200000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3950574141,Rock That Body - Slowed,Mr Demon,Rock That Body,583.064,177000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2865115812,Rock Da House,Gabry Ponte,Rock Da House,516.443,147000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1256029,Rock Your Baby,George McCrae,Rock Your Baby - The Very Best Of,566.557,199000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3801684352,Rock 'n' Roll,Motörhead,Rock 'n' Roll,475.011,229000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3090231261,rock u,Blaze,rock u,494.502,152000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2852760222,Rock and Stone,Wind Rose,Rock and Stone,487.474,305000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
119875512,Rock Bottom,Hailee Steinfeld,HAIZ,519.107,197000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
496526182,Rock,Next Town Down,Rock,120.243,195000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1718519517,Rock Mi Nice,L'Entourloop,La clarté dans la confusion,584.124,197000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1248026242,Rock,Marl-E,Rock,181.333,188000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3034858221,Rock n Roll,Leony,Rock n Roll,458.139,158000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328822,L'insolent,Pleymo,Rock,265.77,198000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
730392802,Rock Bottom,grandson,Rock Bottom,418.322,219000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
446980882,Rock Brigade,Def Leppard,On Through The Night,454.044,188000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1528273532,Rock with you,SEVENTEEN,SEVENTEEN 9th Mini Album 'Attacca',517.059,180000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2458805705,Rock,Mustard Pimp,Rock Paper Scissors,140.283,327000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3944901101,ROCK BOTTOM,Bilmuri,KINDA HARD,455.635,167000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
7556949,Rock Me,Pills,Electrocaine,452.154,214000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
619301,Rock the Night,Europe,Rock The Night - The Very Best Of Europe,495.82,244000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
11750556,Rock a Bye Baby,The Kiboomers,Rock a Bye Baby,487.968,153000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3100449,Rock the House,Gorillaz,Gorillaz,519.269,249000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2508513,Rock El Casbah,Rachid Taha,Tekitoi,493.431,268000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3955606921,MIDNIGHT RUN,Rock Me Baby,MIDNIGHT RUN,427.069,125000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
70830448,Painted on My Heart,Rock Crusade,All or Nothing: Rock!,436.826,247000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328882,Chérubin,Pleymo,Rock,270.444,183000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1496089512,60K,Major RD,60K,616.024,158000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
14874839,Rock with You (Single Version),Michael Jackson,The Essential Michael Jackson,668.672,203000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3585830831,Rock nouveau,Ycare,Ycare,427.128,172000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3958668521,ROCK,Dirtyiceboyz,ONE OF A KIND (Extended Version),74.288,121000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
946074672,Black Block,Neumodel,Rock,269.275,168000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
637567832,Rock N Roll,Avril Lavigne,Avril Lavigne (Expanded Edition),480.349,206000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3545158201,Rock That Body,Zusebi,Rock That Body,444.066,119000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3400983381,Rock That Body,Techno Mike,Rock That Body,381.361,129000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
447557222,Rock! Rock! (Till You Drop),Def Leppard,Pyromania,389.393,234000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3905822671,Rock?,ZEROH,Rock?,253.002,162000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
130411296,rock + roll,EDEN,i think you think too much of me,397.353,296000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
7420890,King,Booba,0.9,393.024,247000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328892,Anemia,Pleymo,Rock,284.88,214000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3172081,Rock You,Helix,Walkin' The Razor's Edge,294.399,173000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2811626592,Rock N Roller,Kaleo,Rock N Roller,400.288,223000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3946760341,Rocker's Confession,Rock Justice,Rocker's Confession,257.826,224000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3852156331,The Rock (feat. 3DDY),Bnnyhunna,PSALM FUNK,121.513,229000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1708412627,Rock the Casbah (Ranking Roger),The Clash,Rock The Casbah (Ranking Roger),478.648,260000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
66173048,Rock Show,Halestorm,The Strange Case of... (Deluxe),355.515,199000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328872,Une vie de détail,Pleymo,Rock,271.117,225000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
452794522,Rock Your Body,Burna Boy,Outside,433.474,221000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1725328407,Rock N Roll,Pusha T,It's Almost Dry,451.527,234000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
15384562,Rock Estrela,Leo Jaime,Rock Estrela - Edição Comentada,375.839,285000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1359513962,Rock Lobster (Live),The B-52's,Live! Rock 'N' Rocket 1998,467.187,327000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
1122827,Rock Star,Chamillionaire,Ultimate Victory,387.484,300000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2200785437,Rock The Casbah,Vintage Culture,Rock The Casbah,375.347,185000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
63411579,Rock Away,Beres Hammond,Music Is Life,368.557,239000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
682049702,Crocodile Rock,Taron Egerton,Rocketman (Music From The Motion Picture),379.374,172000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328912,Laugh Calvin,Pleymo,Rock,201.351,277000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328782,Intro : le voyage de Rock,Pleymo,Rock,167.749,89000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3943265421,Rock,Fiveam,Descent,100.0,96000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
128548437,Rock the Boat,The Hues Corporation,Freedom for the Stallion (Expanded Edition),454.17,200000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
414328842,Sommes-nous ?,Pleymo,Rock,247.854,204000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3946760351,You Know Better,Rock Justice,Rocker's Confession,256.394,197000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2570883622,Rock Your Body (Slowed Down),sped up + slowed,Rock Your Body (Slowed Down),478.257,287000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
2467371175,Dose de Gin,Major RD,Ascensão do Cisne Negro,586.476,177000,False,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
3286666981,Rock Bottom,Kidwild,Rock Bottom,330.041,100000,True,0.5,0.85,7,-5.0,1,0.06,0.05,0.05,0.18,0.45,130.0,4,rock
